Formula,Temperature (K),TC,DOI
Cu37.11Sb12.08Ge0.50Se50.31,399,2.12,
Cu37.11Sb12.08Ge0.50Se50.31,449,1.83,
Cu37.11Sb12.08Ge0.50Se50.31,500,1.59,
Cu37.11Sb12.08Ge0.50Se50.31,550,1.43,
Cu37.11Sb12.08Ge0.50Se50.31,600,1.29,
Cu37.11Sb12.08Ge0.50Se50.31,639,1.25,
Cu37.11Sb11.82Ge0.75Se50.31,299,2.63,
Cu37.11Sb11.82Ge0.75Se50.31,349,2.31,
Cu37.11Sb11.82Ge0.75Se50.31,399,2.02,
Cu37.11Sb11.82Ge0.75Se50.31,450,1.77,
Cu37.11Sb11.82Ge0.75Se50.31,501,1.56,
Cu37.11Sb11.82Ge0.75Se50.31,549,1.39,
Cu37.11Sb11.82Ge0.75Se50.31,599,1.3,
Cu37.11Sb11.82Ge0.75Se50.31,639,1.24,
Ag25Bi25Se50,297,0.65,10.1021/ja312474n
Ag25Bi25Se50,329,0.66,
Ag25Bi25Se50,377,0.67,
Ag25Bi25Se50,427,0.68,
Ag25Bi25Se50,477,0.64,
Ag25Bi25Se50,527,0.58,
Ag25Bi25Se50,576,0.43,
Ag25Bi25Se50,627,0.45,
Ag25Bi25Se50,678,0.46,
Ag25Bi25Se50,727,0.47,
Ag25Bi25Se50,776,0.49,
Ag24.5Nb0.5Bi25Se50,299,0.7,
Ag24.5Nb0.5Bi25Se50,333,0.69,
Ag24.5Nb0.5Bi25Se50,376,0.69,
Ag24.5Nb0.5Bi25Se50,427,0.68,
Ag24.5Nb0.5Bi25Se50,477,0.67,
Ag24.5Nb0.5Bi25Se50,528,0.61,
Ag24.5Nb0.5Bi25Se50,577,0.49,
Ag24.5Nb0.5Bi25Se50,627,0.48,
Ag24.5Nb0.5Bi25Se50,676,0.48,
Ag24.5Nb0.5Bi25Se50,727,0.5,
Ag24.5Nb0.5Bi25Se50,774,0.52,
Ag24Nb1Bi25Se50,298,0.72,
Ag24Nb1Bi25Se50,325,0.73,
Ag24Nb1Bi25Se50,376,0.72,
Ag24Nb1Bi25Se50,424,0.73,
Ag24Nb1Bi25Se50,476,0.69,
Ag24Nb1Bi25Se50,524,0.67,
Ag24Nb1Bi25Se50,574,0.51,
Ag24Nb1Bi25Se50,625,0.56,
Ag24Nb1Bi25Se50,676,0.64,
Ag24Nb1Bi25Se50,725,0.69,
Ag24Nb1Bi25Se50,775,0.7,
Zr33.33Ni33.33Pb33.33,303,7.69,10.1021/acs.chemmater.6b04898
Zr33.33Ni33.33Pb33.33,376,6.89,
Zr33.33Ni33.33Pb33.33,475,5.72,
Zr33.33Ni33.33Pb33.33,574,5.28,
Zr33.33Ni33.33Pb33.33,672,5.44,
Zr33.33Ni33.33Pb33.33,775,6.05,
Zr33.33Ni33.33Pb33.33,875,6.84,
Zr33.33Ni33.33Pb33.17Bi0.17,306,9.72,
Zr33.33Ni33.33Pb33.17Bi0.17,374,8.46,
Zr33.33Ni33.33Pb33.17Bi0.17,477,7.1,
Zr33.33Ni33.33Pb33.17Bi0.17,577,6.3,
Zr33.33Ni33.33Pb33.17Bi0.17,673,6.01,
Zr33.33Ni33.33Pb33.17Bi0.17,780,6.19,
Zr33.33Ni33.33Pb33.17Bi0.17,871,7.09,
Zr33.33Ni33.33Pb33.10Bi0.23,309,10.41,
Zr33.33Ni33.33Pb33.10Bi0.23,378,8.89,
Zr33.33Ni33.33Pb33.10Bi0.23,474,7.51,
Zr33.33Ni33.33Pb33.10Bi0.23,573,6.59,
Zr33.33Ni33.33Pb33.10Bi0.23,673,6.19,
Zr33.33Ni33.33Pb33.10Bi0.23,772,6.26,
Zr33.33Ni33.33Pb33.10Bi0.23,875,6.74,
Zr33.33Ni33.33Pb33Bi0.33,303,10.48,
Zr33.33Ni33.33Pb33Bi0.33,377,9.15,
Zr33.33Ni33.33Pb33Bi0.33,477,7.72,
Zr33.33Ni33.33Pb33Bi0.33,576,6.96,
Zr33.33Ni33.33Pb33Bi0.33,676,6.51,
Zr33.33Ni33.33Pb33Bi0.33,774,6.47,
Zr33.33Ni33.33Pb33Bi0.33,869,6.78,
Zr33.33Ni33.33Pb32.83Bi0.50,307,10.89,
Zr33.33Ni33.33Pb32.83Bi0.50,378,9.65,
Zr33.33Ni33.33Pb32.83Bi0.50,477,8.36,
Zr33.33Ni33.33Pb32.83Bi0.50,576,7.54,
Zr33.33Ni33.33Pb32.83Bi0.50,673,7.13,
Zr33.33Ni33.33Pb32.83Bi0.50,774,7.05,
Zr33.33Ni33.33Pb32.83Bi0.50,873,7.28,
Zr33.33Ni33.33Pb32.67Bi0.67,308,10.84,
Zr33.33Ni33.33Pb32.67Bi0.67,379,9.94,
Zr33.33Ni33.33Pb32.67Bi0.67,475,8.61,
Zr33.33Ni33.33Pb32.67Bi0.67,574,7.85,
Zr33.33Ni33.33Pb32.67Bi0.67,675,7.3,
Zr33.33Ni33.33Pb32.67Bi0.67,772,7.17,
Zr33.33Ni33.33Pb32.67Bi0.67,876,7.15,
Zr33.33Ni33.33Pb32.67Bi0.67,301,10.88,
Zr33.33Ni33.33Pb32.67Bi0.67,374,9.91,
Zr33.33Ni33.33Pb32.67Bi0.67,474,8.56,
Zr33.33Ni33.33Pb32.67Bi0.67,572,7.81,
Zr33.33Ni33.33Pb32.67Bi0.67,671,7.31,
Zr33.33Ni33.33Pb32.67Bi0.67,774,7.13,
Zr33.33Ni33.33Pb32.67Bi0.67,873,7.16,
Zr33.33Ni33.33Pb26.00Sn6.67Bi0.67,300,6.64,
Zr33.33Ni33.33Pb26.00Sn6.67Bi0.67,373,6.55,
Zr33.33Ni33.33Pb26.00Sn6.67Bi0.67,474,6.3,
Zr33.33Ni33.33Pb26.00Sn6.67Bi0.67,573,6.1,
Zr33.33Ni33.33Pb26.00Sn6.67Bi0.67,673,5.96,
Zr33.33Ni33.33Pb26.00Sn6.67Bi0.67,773,6.06,
Zr33.33Ni33.33Pb26.00Sn6.67Bi0.67,873,6.21,
Zr33.33Ni33.33Pb19.33Sn13.33Bi0.67,302,5.88,
Zr33.33Ni33.33Pb19.33Sn13.33Bi0.67,373,5.84,
Zr33.33Ni33.33Pb19.33Sn13.33Bi0.67,474,5.52,
Zr33.33Ni33.33Pb19.33Sn13.33Bi0.67,576,5.36,
Zr33.33Ni33.33Pb19.33Sn13.33Bi0.67,673,5.28,
Zr33.33Ni33.33Pb19.33Sn13.33Bi0.67,773,5.31,
Zr33.33Ni33.33Pb19.33Sn13.33Bi0.67,876,5.46,
Zr33.33Ni33.33Pb12.67Sn20.00Bi0.67,300,5.89,
Zr33.33Ni33.33Pb12.67Sn20.00Bi0.67,377,5.89,
Zr33.33Ni33.33Pb12.67Sn20.00Bi0.67,475,5.76,
Zr33.33Ni33.33Pb12.67Sn20.00Bi0.67,576,5.86,
Zr33.33Ni33.33Pb12.67Sn20.00Bi0.67,672,5.82,
Zr33.33Ni33.33Pb12.67Sn20.00Bi0.67,773,5.85,
Zr33.33Ni33.33Pb12.67Sn20.00Bi0.67,877,6,
Zr33.33Ni33.33Pb6.00Sn26.67Bi0.67,302,6.45,
Zr33.33Ni33.33Pb6.00Sn26.67Bi0.67,377,6.17,
Zr33.33Ni33.33Pb6.00Sn26.67Bi0.67,472,5.87,
Zr33.33Ni33.33Pb6.00Sn26.67Bi0.67,572,5.7,
Zr33.33Ni33.33Pb6.00Sn26.67Bi0.67,672,5.66,
Zr33.33Ni33.33Pb6.00Sn26.67Bi0.67,772,5.64,
Zr33.33Ni33.33Pb6.00Sn26.67Bi0.67,875,5.88,
Zr33.33Ni33.33Sn32.67Bi0.67,302,9.77,
Zr33.33Ni33.33Sn32.67Bi0.67,374,8.67,
Zr33.33Ni33.33Sn32.67Bi0.67,477,7.81,
Zr33.33Ni33.33Sn32.67Bi0.67,572,7.08,
Zr33.33Ni33.33Sn32.67Bi0.67,672,6.81,
Zr33.33Ni33.33Sn32.67Bi0.67,772,6.74,
Zr33.33Ni33.33Sn32.67Bi0.67,872,6.96,
Sn50Se50,301,0.9, 10.1002/aenm.201500360
Sn50Se50,371,0.7,
Sn50Se50,472,0.55,
Sn50Se50,571,0.48,
Sn50Se50,670,0.46,
Sn50Se50,770,0.4,
Sn50Se49.5I0.5,299,0.63,
Sn50Se49.5I0.5,370,0.52,
Sn50Se49.5I0.5,470,0.44,
Sn50Se49.5I0.5,568,0.4,
Sn50Se49.5I0.5,664,0.37,
Sn50Se49.5I0.5,715,0.35,
Sn50Se49.5I0.5,766,0.33,
Sn50Se49I1,301,0.66,
Sn50Se49I1,372,0.55,
Sn50Se49I1,470,0.45,
Sn50Se49I1,568,0.42,
Sn50Se49I1,664,0.39,
Sn50Se49I1,713,0.37,
Sn50Se49I1,766,0.35,
Sn50Se48.5I1.5,301,0.7,
Sn50Se48.5I1.5,372,0.57,
Sn50Se48.5I1.5,468,0.48,
Sn50Se48.5I1.5,567,0.42,
Sn50Se48.5I1.5,665,0.4,
Sn50Se48.5I1.5,715,0.38,
Sn50Se48.5I1.5,767,0.36,
Sn50Se48I2,301,0.74,
Sn50Se48I2,371,0.6,
Sn50Se48I2,470,0.5,
Sn50Se48I2,567,0.46,
Sn50Se48I2,664,0.43,
Sn50Se48I2,714,0.41,
Sn50Se48I2,767,0.38,
Pb49.85Bi0.15Te50,304,3.04, 10.1002/aenm.201700099
Pb49.85Bi0.15Te50,399,2.29,
Pb49.85Bi0.15Te50,501,1.79,
Pb49.85Bi0.15Te50,600,1.5,
Pb49.85Bi0.15Te50,701,1.32,
Pb49.85Bi0.15Te50,804,1.35,
Pb49.85Bi0.15Te50,894,1.52,
Pb49.75Bi0.25Te50,301,3.23,
Pb49.75Bi0.25Te50,401,2.4,
Pb49.75Bi0.25Te50,499,1.91,
Pb49.75Bi0.25Te50,600,1.58,
Pb49.75Bi0.25Te50,700,1.39,
Pb49.75Bi0.25Te50,802,1.34,
Pb49.75Bi0.25Te50,896,1.52,
Pb49.65Bi0.35Te50,309,3.29,
Pb49.65Bi0.35Te50,404,2.53,
Pb49.65Bi0.35Te50,495,2.02,
Pb49.65Bi0.35Te50,598,1.69,
Pb49.65Bi0.35Te50,691,1.44,
Pb49.65Bi0.35Te50,799,1.38,
Pb49.65Bi0.35Te50,903,1.52,
Pb49.5Bi0.5Te50,306,3.29,
Pb49.5Bi0.5Te50,397,2.52,
Pb49.5Bi0.5Te50,500,2.04,
Pb49.5Bi0.5Te50,605,1.71,
Pb49.5Bi0.5Te50,699,1.47,
Pb49.5Bi0.5Te50,797,1.41,
Pb49.5Bi0.5Te50,898,1.47,
Pb49.38Bi0.62Te50,299,3.23,
Pb49.38Bi0.62Te50,394,2.63,
Pb49.38Bi0.62Te50,497,2.14,
Pb49.38Bi0.62Te50,600,1.81,
Pb49.38Bi0.62Te50,701,1.58,
Pb49.38Bi0.62Te50,799,1.47,
Pb49.38Bi0.62Te50,904,1.56,
Pb49.25Bi0.75Te50,304,3.23,
Pb49.25Bi0.75Te50,401,2.6,
Pb49.25Bi0.75Te50,495,2.16,
Pb49.25Bi0.75Te50,602,1.84,
Pb49.25Bi0.75Te50,703,1.6,
Pb49.25Bi0.75Te50,804,1.44,
Pb49.25Bi0.75Te50,901,1.5,
Pb49.85Sb0.15Te50,302,2.2,
Pb49.85Sb0.15Te50,399,1.78,
Pb49.85Sb0.15Te50,495,1.59,
Pb49.85Sb0.15Te50,604,1.48,
Pb49.85Sb0.15Te50,697,1.54,
Pb49.85Sb0.15Te50,798,1.8,
Pb49.85Sb0.15Te50,901,2.1,
Pb49.75Sb0.25Te50,308,2.24,
Pb49.75Sb0.25Te50,406,1.8,
Pb49.75Sb0.25Te50,501,1.54,
Pb49.75Sb0.25Te50,600,1.39,
Pb49.75Sb0.25Te50,701,1.39,
Pb49.75Sb0.25Te50,800,1.53,
Pb49.75Sb0.25Te50,902,1.74,
Pb49.65Sb0.35Te50,308,2.71,
Pb49.65Sb0.35Te50,403,2.07,
Pb49.65Sb0.35Te50,503,1.65,
Pb49.65Sb0.35Te50,597,1.42,
Pb49.65Sb0.35Te50,701,1.3,
Pb49.65Sb0.35Te50,807,1.38,
Pb49.65Sb0.35Te50,907,1.56,
Pb49.5Sb0.5Te50,311,2.8,
Pb49.5Sb0.5Te50,406,2.12,
Pb49.5Sb0.5Te50,500,1.7,
Pb49.5Sb0.5Te50,604,1.37,
Pb49.5Sb0.5Te50,697,1.22,
Pb49.5Sb0.5Te50,796,1.22,
Pb49.5Sb0.5Te50,897,1.36,
Pb49.38Sb0.62Te50,307,3.81,
Pb49.38Sb0.62Te50,403,2.89,
Pb49.38Sb0.62Te50,502,2.26,
Pb49.38Sb0.62Te50,602,1.8,
Pb49.38Sb0.62Te50,703,1.48,
Pb49.38Sb0.62Te50,801,1.32,
Pb49.38Sb0.62Te50,905,1.4,
Pb49.25Sb0.75Te50,303,4,
Pb49.25Sb0.75Te50,403,3.09,
Pb49.25Sb0.75Te50,507,2.4,
Pb49.25Sb0.75Te50,606,1.9,
Pb49.25Sb0.75Te50,704,1.58,
Pb49.25Sb0.75Te50,798,1.46,
Pb49.25Sb0.75Te50,897,1.54,
Pb49.95Na0.05Te49.95Cl0.05,330,2.41,10.1039/c5tc01781e
Pb49.95Na0.05Te49.95Cl0.05,338,2.35,
Pb49.95Na0.05Te49.95Cl0.05,349,2.29,
Pb49.95Na0.05Te49.95Cl0.05,363,2.21,
Pb49.95Na0.05Te49.95Cl0.05,378,2.12,
Pb49.95Na0.05Te49.95Cl0.05,395,2.03,
Pb49.95Na0.05Te49.95Cl0.05,409,1.95,
Pb49.95Na0.05Te49.95Cl0.05,428,1.87,
Pb49.95Na0.05Te49.95Cl0.05,445,1.78,
Pb49.95Na0.05Te49.95Cl0.05,468,1.68,
Pb49.95Na0.05Te49.95Cl0.05,487,1.61,
Pb49.95Na0.05Te49.95Cl0.05,508,1.53,
Pb49.95Na0.05Te49.95Cl0.05,528,1.45,
Pb49.95Na0.05Te49.95Cl0.05,551,1.39,
Pb49.95Na0.05Te49.95Cl0.05,570,1.34,
Pb49.95Na0.05Te49.95Cl0.05,591,1.28,
Pb49.95Na0.05Te49.95Cl0.05,609,1.26,
Pb49.95Na0.05Te49.95Cl0.05,628,1.21,
Pb49.95Na0.05Te49.95Cl0.05,650,1.2,
Pb49.95Na0.05Te49.95Cl0.05,668,1.17,
Pb49.95Na0.05Te49.95Cl0.05,686,1.15,
Pb49.95Na0.05Te49.95Cl0.05,704,1.15,
Pb49.95Na0.05Te49.95Cl0.05,716,1.14,
Pb49.85Na0.15Te49.85Cl0.15,323,2.61,
Pb49.85Na0.15Te49.85Cl0.15,370,2.3,
Pb49.85Na0.15Te49.85Cl0.15,422,2.02,
Pb49.85Na0.15Te49.85Cl0.15,479,1.79,
Pb49.85Na0.15Te49.85Cl0.15,500,1.69,
Pb49.85Na0.15Te49.85Cl0.15,519,1.62,
Pb49.85Na0.15Te49.85Cl0.15,540,1.56,
Pb49.85Na0.15Te49.85Cl0.15,559,1.49,
Pb49.85Na0.15Te49.85Cl0.15,579,1.44,
Pb49.85Na0.15Te49.85Cl0.15,599,1.41,
Pb49.85Na0.15Te49.85Cl0.15,621,1.34,
Pb49.85Na0.15Te49.85Cl0.15,640,1.32,
Pb49.85Na0.15Te49.85Cl0.15,659,1.28,
Pb49.85Na0.15Te49.85Cl0.15,677,1.26,
Pb49.85Na0.15Te49.85Cl0.15,697,1.26,
Pb49.85Na0.15Te49.85Cl0.15,713,1.26,
Pb49.85Na0.15Te49.85Cl0.15,722,1.24,
Pb50Te49.7Cl0.3,345,3.5,
Pb50Te49.7Cl0.3,355,3.4,
Pb50Te49.7Cl0.3,365,3.32,
Pb50Te49.7Cl0.3,376,3.22,
Pb50Te49.7Cl0.3,384,3.16,
Pb50Te49.7Cl0.3,394,3.06,
Pb50Te49.7Cl0.3,405,2.99,
Pb50Te49.7Cl0.3,416,2.9,
Pb50Te49.7Cl0.3,426,2.85,
Pb50Te49.7Cl0.3,435,2.78,
Pb50Te49.7Cl0.3,445,2.71,
Pb50Te49.7Cl0.3,455,2.63,
Pb50Te49.7Cl0.3,464,2.58,
Pb50Te49.7Cl0.3,477,2.48,
Pb50Te49.7Cl0.3,484,2.44,
Pb50Te49.7Cl0.3,494,2.38,
Pb50Te49.7Cl0.3,506,2.32,
Pb50Te49.7Cl0.3,516,2.26,
Pb50Te49.7Cl0.3,527,2.21,
Pb50Te49.7Cl0.3,537,2.13,
Pb50Te49.7Cl0.3,547,2.1,
Pb50Te49.7Cl0.3,555,2.06,
Pb50Te49.7Cl0.3,565,1.99,
Pb50Te49.7Cl0.3,576,1.95,
Pb50Te49.7Cl0.3,586,1.92,
Pb50Te49.7Cl0.3,596,1.86,
Pb50Te49.7Cl0.3,607,1.79,
Pb50Te49.7Cl0.3,617,1.77,
Pb50Te49.7Cl0.3,626,1.75,
Pb50Te49.7Cl0.3,636,1.7,
Pb50Te49.7Cl0.3,646,1.65,
Pb50Te49.7Cl0.3,658,1.64,
Pb50Te49.7Cl0.3,667,1.61,
Pb50Te49.7Cl0.3,677,1.56,
Pb50Te49.7Cl0.3,686,1.53,
Pb50Te49.7Cl0.3,697,1.49,
Pb50Te49.7Cl0.3,708,1.48,
Pb50Te49.7Cl0.3,717,1.46,
Pb50Te49.5Cl0.5,345,5.16,
Pb50Te49.5Cl0.5,355,5.02,
Pb50Te49.5Cl0.5,366,4.89,
Pb50Te49.5Cl0.5,375,4.76,
Pb50Te49.5Cl0.5,385,4.63,
Pb50Te49.5Cl0.5,394,4.51,
Pb50Te49.5Cl0.5,405,4.37,
Pb50Te49.5Cl0.5,415,4.26,
Pb50Te49.5Cl0.5,424,4.12,
Pb50Te49.5Cl0.5,434,4.02,
Pb50Te49.5Cl0.5,445,3.87,
Pb50Te49.5Cl0.5,457,3.8,
Pb50Te49.5Cl0.5,464,3.68,
Pb50Te49.5Cl0.5,474,3.58,
Pb50Te49.5Cl0.5,483,3.5,
Pb50Te49.5Cl0.5,495,3.38,
Pb50Te49.5Cl0.5,505,3.29,
Pb50Te49.5Cl0.5,516,3.21,
Pb50Te49.5Cl0.5,527,3.11,
Pb50Te49.5Cl0.5,534,3.02,
Pb50Te49.5Cl0.5,545,2.93,
Pb50Te49.5Cl0.5,557,2.87,
Pb50Te49.5Cl0.5,565,2.78,
Pb50Te49.5Cl0.5,577,2.7,
Pb50Te49.5Cl0.5,587,2.64,
Pb50Te49.5Cl0.5,596,2.6,
Pb50Te49.5Cl0.5,608,2.51,
Pb50Te49.5Cl0.5,617,2.44,
Pb50Te49.5Cl0.5,625,2.4,
Pb50Te49.5Cl0.5,637,2.35,
Pb50Te49.5Cl0.5,648,2.3,
Pb50Te49.5Cl0.5,656,2.25,
Pb50Te49.5Cl0.5,667,2.18,
Pb50Te49.5Cl0.5,675,2.16,
Pb50Te49.5Cl0.5,688,2.12,
Pb50Te49.5Cl0.5,696,2.1,
Pb50Te49.5Cl0.5,708,2.06,
Pb47Na3Te50,343,2.21,
Pb47Na3Te50,354,2.13,
Pb47Na3Te50,366,2.06,
Pb47Na3Te50,373,2.01,
Pb47Na3Te50,384,1.95,
Pb47Na3Te50,396,1.86,
Pb47Na3Te50,406,1.78,
Pb47Na3Te50,411,1.74,
Pb47Na3Te50,424,1.7,
Pb47Na3Te50,434,1.64,
Pb47Na3Te50,445,1.59,
Pb47Na3Te50,454,1.53,
Pb47Na3Te50,463,1.49,
Pb47Na3Te50,473,1.45,
Pb47Na3Te50,485,1.39,
Pb47Na3Te50,495,1.36,
Pb47Na3Te50,503,1.35,
Pb47Na3Te50,520,1.3,
Pb47Na3Te50,526,1.27,
Pb47Na3Te50,535,1.26,
Pb47Na3Te50,542,1.26,
Pb47Na3Te50,565,1.23,
Pb47Na3Te50,576,1.22,
Pb47Na3Te50,584,1.2,
Pb47Na3Te50,595,1.2,
Pb47Na3Te50,607,1.2,
Pb47Na3Te50,615,1.2,
Pb47Na3Te50,625,1.19,
Pb47Na3Te50,636,1.19,
Pb47Na3Te50,643,1.23,
Pb47Na3Te50,654,1.23,
Pb47Na3Te50,663,1.23,
Pb47Na3Te50,674,1.24,
Pb47Na3Te50,682,1.26,
Pb47Na3Te50,693,1.31,
Pb47Na3Te50,704,1.33,
Cu25Zn12.5Sn12.5Se50,305,2.96,10.1016/j.jallcom.2015.08.046
Cu25Zn12.5Sn12.5Se50,325,2.71,
Cu25Zn12.5Sn12.5Se50,373,2.31,
Cu25Zn12.5Sn12.5Se50,429,1.99,
Cu25Zn12.5Sn12.5Se50,474,1.66,
Cu25Zn12.5Sn12.5Se50,526,1.32,
Cu25Zn12.5Sn12.5Se50,576,1.2,
Cu25Zn12.5Sn12.5Se50,625,1.09,
Cu25Zn12.5Sn12.5Se50,673,0.93,
Cu25Zn12.5Ga0.375Sn12.125Se50,298,3.09,
Cu25Zn12.5Ga0.375Sn12.125Se50,320,2.66,
Cu25Zn12.5Ga0.375Sn12.125Se50,349,2.43,
Cu25Zn12.5Ga0.375Sn12.125Se50,374,2.27,
Cu25Zn12.5Ga0.375Sn12.125Se50,398,2.12,
Cu25Zn12.5Ga0.375Sn12.125Se50,423,1.98,
Cu25Zn12.5Ga0.375Sn12.125Se50,447,1.85,
Cu25Zn12.5Ga0.375Sn12.125Se50,474,1.76,
Cu25Zn12.5Ga0.375Sn12.125Se50,500,1.63,
Cu25Zn12.5Ga0.375Sn12.125Se50,524,1.5,
Cu25Zn12.5Ga0.375Sn12.125Se50,551,1.46,
Cu25Zn12.5Ga0.375Sn12.125Se50,574,1.29,
Cu25Zn12.5Ga0.375Sn12.125Se50,598,1.21,
Cu25Zn12.5Ga0.375Sn12.125Se50,624,1.13,
Cu25Zn12.5Ga0.375Sn12.125Se50,651,1.09,
Cu25Zn12.5Ga0.375Sn12.125Se50,670,1.07,
Cu25Zn12.5Ga0.375Sn12.125Se50,701,0.99,
Cu25Zn12.5Ga0.625Sn11.875Se50,299,2.16,
Cu25Zn12.5Ga0.625Sn11.875Se50,321,2.07,
Cu25Zn12.5Ga0.625Sn11.875Se50,349,1.98,
Cu25Zn12.5Ga0.625Sn11.875Se50,372,1.9,
Cu25Zn12.5Ga0.625Sn11.875Se50,398,1.82,
Cu25Zn12.5Ga0.625Sn11.875Se50,424,1.73,
Cu25Zn12.5Ga0.625Sn11.875Se50,449,1.66,
Cu25Zn12.5Ga0.625Sn11.875Se50,474,1.57,
Cu25Zn12.5Ga0.625Sn11.875Se50,498,1.51,
Cu25Zn12.5Ga0.625Sn11.875Se50,523,1.43,
Cu25Zn12.5Ga0.625Sn11.875Se50,547,1.35,
Cu25Zn12.5Ga0.625Sn11.875Se50,571,1.25,
Cu25Zn12.5Ga0.625Sn11.875Se50,596,1.17,
Cu25Zn12.5Ga0.625Sn11.875Se50,621,1.06,
Cu25Zn12.5Ga0.625Sn11.875Se50,647,0.92,
Cu25Zn12.5Ga0.625Sn11.875Se50,673,0.79,
Cu25Zn12.5Ga0.625Sn11.875Se50,698,0.73,
Cu25Zn12.5Ga0.875Sn11.625Se50,298,2.97,
Cu25Zn12.5Ga0.875Sn11.625Se50,322,2.76,
Cu25Zn12.5Ga0.875Sn11.625Se50,351,2.55,
Cu25Zn12.5Ga0.875Sn11.625Se50,375,2.38,
Cu25Zn12.5Ga0.875Sn11.625Se50,398,2.23,
Cu25Zn12.5Ga0.875Sn11.625Se50,424,2.08,
Cu25Zn12.5Ga0.875Sn11.625Se50,447,1.96,
Cu25Zn12.5Ga0.875Sn11.625Se50,473,1.84,
Cu25Zn12.5Ga0.875Sn11.625Se50,497,1.73,
Cu25Zn12.5Ga0.875Sn11.625Se50,524,1.6,
Cu25Zn12.5Ga0.875Sn11.625Se50,548,1.51,
Cu25Zn12.5Ga0.875Sn11.625Se50,573,1.43,
Cu25Zn12.5Ga0.875Sn11.625Se50,598,1.35,
Cu25Zn12.5Ga0.875Sn11.625Se50,623,1.29,
Cu25Zn12.5Ga0.875Sn11.625Se50,648,1.22,
Cu25Zn12.5Ga0.875Sn11.625Se50,674,1.16,
Cu25Zn12.5Ga0.875Sn11.625Se50,699,1.12,
Cu25Zn1.25Sn11.25Se50,300,3.04,
Cu25Zn1.25Sn11.25Se50,323,2.84,
Cu25Zn1.25Sn11.25Se50,349,2.64,
Cu25Zn1.25Sn11.25Se50,374,2.47,
Cu25Zn1.25Sn11.25Se50,398,2.3,
Cu25Zn1.25Sn11.25Se50,424,2.17,
Cu25Zn1.25Sn11.25Se50,447,2.06,
Cu25Zn1.25Sn11.25Se50,474,1.91,
Cu25Zn1.25Sn11.25Se50,497,1.83,
Cu25Zn1.25Sn11.25Se50,522,1.69,
Cu25Zn1.25Sn11.25Se50,551,1.58,
Cu25Zn1.25Sn11.25Se50,570,1.5,
Cu25Zn1.25Sn11.25Se50,599,1.42,
Cu25Zn1.25Sn11.25Se50,625,1.36,
Cu25Zn1.25Sn11.25Se50,648,1.3,
Cu25Zn1.25Sn11.25Se50,673,1.25,
Cu25Zn1.25Sn11.25Se50,696,1.19,
Cu25Zn11.25Ga0.5Sn12Se50,296,3.43,
Cu25Zn11.25Ga0.5Sn12Se50,321,3.24,
Cu25Zn11.25Ga0.5Sn12Se50,347,3.04,
Cu25Zn11.25Ga0.5Sn12Se50,372,2.88,
Cu25Zn11.25Ga0.5Sn12Se50,397,2.75,
Cu25Zn11.25Ga0.5Sn12Se50,421,2.63,
Cu25Zn11.25Ga0.5Sn12Se50,448,2.53,
Cu25Zn11.25Ga0.5Sn12Se50,473,2.42,
Cu25Zn11.25Ga0.5Sn12Se50,497,2.29,
Cu25Zn11.25Ga0.5Sn12Se50,522,2.21,
Cu25Zn11.25Ga0.5Sn12Se50,548,2.07,
Cu25Zn11.25Ga0.5Sn12Se50,573,1.98,
Cu25Zn11.25Ga0.5Sn12Se50,598,1.87,
Cu25Zn11.25Ga0.5Sn12Se50,624,1.79,
Cu25Zn11.25Ga0.5Sn12Se50,647,1.72,
Cu25Zn11.25Ga0.5Sn12Se50,672,1.65,
Cu25Zn11.25Ga0.5Sn12Se50,697,1.58,
Cu27.5Zn10Ga0.75Sn11.75Se50,298,3.33,
Cu27.5Zn10Ga0.75Sn11.75Se50,323,3.17,
Cu27.5Zn10Ga0.75Sn11.75Se50,348,2.99,
Cu27.5Zn10Ga0.75Sn11.75Se50,373,2.84,
Cu27.5Zn10Ga0.75Sn11.75Se50,399,2.71,
Cu27.5Zn10Ga0.75Sn11.75Se50,422,2.6,
Cu27.5Zn10Ga0.75Sn11.75Se50,449,2.49,
Cu27.5Zn10Ga0.75Sn11.75Se50,472,2.39,
Cu27.5Zn10Ga0.75Sn11.75Se50,499,2.27,
Cu27.5Zn10Ga0.75Sn11.75Se50,522,2.15,
Cu27.5Zn10Ga0.75Sn11.75Se50,546,2.03,
Cu27.5Zn10Ga0.75Sn11.75Se50,576,1.96,
Cu27.5Zn10Ga0.75Sn11.75Se50,600,1.9,
Cu27.5Zn10Ga0.75Sn11.75Se50,625,1.76,
Cu27.5Zn10Ga0.75Sn11.75Se50,646,1.7,
Cu27.5Zn10Ga0.75Sn11.75Se50,674,1.62,
Cu27.5Zn10Ga0.75Sn11.75Se50,699,1.55,
Cu28.75Zn8.75Ga1.5Sn11Se50,296,3.03,
Cu28.75Zn8.75Ga1.5Sn11Se50,323,2.9,
Cu28.75Zn8.75Ga1.5Sn11Se50,348,2.75,
Cu28.75Zn8.75Ga1.5Sn11Se50,371,2.57,
Cu28.75Zn8.75Ga1.5Sn11Se50,400,2.51,
Cu28.75Zn8.75Ga1.5Sn11Se50,425,2.42,
Cu28.75Zn8.75Ga1.5Sn11Se50,449,2.35,
Cu28.75Zn8.75Ga1.5Sn11Se50,472,2.2,
Cu28.75Zn8.75Ga1.5Sn11Se50,499,2.16,
